user_id,result
638,"[919534, 1059347, 1119051, 971922, 968072]"
640,"[8205218, 988208, 1108168, 1043006, 849202]"
641,"[1104349, 1126899, 971922, 983936, 1021164]"
643,"[1037340, 1093359, 944534, 1114597, 904129]"
644,"[1077975, 1098435, 1019637, 5569471, 948670]"
647,"[8090536, 5568228, 1073150, 1040807, 1038663]"
648,"[1119051, 903325, 1037332, 1125497, 1112592]"
650,"[1499569, 928754, 1516066, 848071, 6533765]"
652,"[832678, 847344, 865891, 1102416, 5995129]"
653,"[839849, 900418, 1037840, 1056509, 1034176]"
654,"[1077555, 948420, 937413, 944137, 864893]"
655,"[1070015, 943393, 1112238, 861445, 6533765]"
656,"[926905, 1025650, 1028816, 1026118, 1021324]"
658,"[1070015, 1075470, 895930, 869047, 974156]"
659,"[1015508, 865026, 1076875, 1012284, 1103808]"
660,"[1043787, 953561, 872137, 1004950, 1021164]"
661,"[1110572, 1004596, 1138292, 1096573, 12262978]"
662,"[902192, 1083446, 6773204, 983584, 897808]"
663,"[1111839, 1012873, 9420312, 1085604, 1013928]"
664,"[1040371, 1100972, 1128647, 1059308, 6533765]"
665,"[922561, 5585510, 847529, 1131344, 1088771]"
666,"[937626, 1001827, 1089066, 1033615, 904997]"
667,"[1072523, 1092303, 860975, 1039156, 6533765]"
668,"[1037332, 1130111, 839849, 1058997, 948670]"
669,"[1126899, 1076580, 880427, 870780, 917384]"
670,"[870780, 9573206, 860975, 882441, 865907]"
671,"[982790, 1134810, 1097001, 1059902, 847434]"
672,"[849843, 916993, 1118533, 987724, 970866]"
673,"[1107289, 968936, 1021133, 827683, 836445]"
674,"[934399, 1048462, 845109, 936914, 836445]"
675,"[910673, 870547, 1126808, 940332, 6533765]"
676,"[1107553, 917033, 1110244, 957951, 1013928]"
677,"[5568228, 995478, 914577, 1116821, 1108094]"
679,"[8090521, 1137010, 997987, 6773219, 1013928]"
680,"[1033615, 900586, 871754, 945805, 948670]"
681,"[850102, 948420, 856252, 882604, 1134483]"
684,"[849843, 5573314, 872702, 1050851, 901067]"
685,"[1015539, 864143, 1038985, 1050851, 1129049]"
686,"[1132770, 1056651, 989101, 1082212, 982469]"
687,"[1130375, 1138487, 936924, 5569230, 1021164]"
690,"[849843, 1114597, 922561, 1031316, 6533765]"
692,"[1067443, 1119051, 873887, 1060673, 1004436]"
693,"[1044188, 1130375, 1104349, 1115576, 849202]"
694,"[1037840, 845814, 893501, 999971, 879734]"
695,"[1122358, 945805, 1070015, 995965, 904129]"
696,"[1057260, 1048483, 971922, 1058997, 1021164]"
697,"[1070820, 1028816, 1057260, 992986, 1111080]"
698,"[1107289, 1069175, 879755, 997096, 6533765]"
699,"[1058930, 962229, 1043751, 1027835, 829291]"
700,"[1101010, 1124695, 873964, 928049, 874972]"
701,"[944137, 913026, 906017, 835098, 970866]"
702,"[865456, 823758, 8177622, 1075305, 8203946]"
703,"[901776, 1058997, 1043751, 883068, 6533765]"
705,"[912112, 7431990, 824073, 1082310, 1115069]"
706,"[834117, 5569471, 1107973, 893501, 849202]"
707,"[7025114, 1005609, 989101, 1057102, 1110111]"
708,"[932179, 941741, 1010164, 1043006, 1118623]"
709,"[906017, 1119051, 1085604, 1120741, 974156]"
710,"[1110572, 1021116, 1111839, 834103, 904129]"
711,"[983584, 975649, 1030362, 1038467, 864893]"
712,"[1070820, 921504, 823775, 963835, 904129]"
713,"[962229, 885290, 841266, 7409957, 1052294]"
714,"[1058997, 1131438, 819765, 8090537, 1048257]"
715,"[12731544, 860975, 1033615, 1087102, 970866]"
716,"[1057102, 908504, 1058997, 1009449, 12731685]"
717,"[861445, 877447, 1102959, 850058, 878715]"
718,"[1092026, 1085604, 944486, 1097001, 1103808]"
719,"[933835, 819978, 1108168, 841266, 6533765]"
720,"[1056212, 863447, 1055504, 1025650, 879734]"
721,"[7168286, 1126899, 1107553, 9934800, 908314]"
722,"[920958, 885356, 1003441, 5995603, 904129]"
723,"[862349, 1043920, 968936, 999104, 836445]"
724,"[1062002, 891752, 1105623, 6602697, 9859217]"
725,"[1038217, 906017, 868764, 1108168, 904129]"
726,"[1081189, 907128, 1024731, 995965, 1118623]"
727,"[935126, 1031083, 845109, 1075470, 1038663]"
728,"[1070015, 1085604, 1102416, 1069039, 1013928]"
729,"[1874568, 911974, 1870702, 875979, 836445]"
730,"[1058997, 1006878, 909894, 971983, 1101744]"
731,"[1063207, 849098, 1107553, 1091365, 849202]"
732,"[856345, 959985, 893501, 869577, 904997]"
733,"[5569471, 7443137, 885697, 5566472, 1110111]"
734,"[1110142, 1070702, 970160, 6391381, 12262830]"
735,"[949023, 1072523, 1043663, 6534871, 982469]"
736,"[13115493, 955921, 1116741, 918684, 1021324]"
737,"[925112, 970030, 1058997, 1121393, 870559]"
740,"[1051516, 1099945, 1089392, 993441, 906844]"
741,"[977344, 927191, 885290, 857849, 904997]"
742,"[879755, 913490, 1120741, 1106301, 1013928]"
743,"[1077975, 1051323, 1059902, 1007191, 6533765]"
744,"[1051323, 903325, 862349, 1117336, 1038663]"
745,"[1109014, 846823, 854754, 1089392, 874972]"
747,"[1021715, 1086740, 1058997, 991592, 995151]"
750,"[834833, 919534, 1088835, 1024731, 874972]"
751,"[1027168, 1054216, 879755, 1070015, 1115069]"
752,"[986912, 835098, 1062128, 933835, 874972]"
753,"[896085, 1075368, 847207, 916767, 829291]"
754,"[1036347, 1016785, 1005274, 984715, 1082955]"
755,"[862349, 1049735, 1063207, 1005186, 6979253]"
756,"[1081479, 1037840, 1021519, 997988, 1038663]"
757,"[5569471, 986760, 909894, 962229, 1034176]"
758,"[841266, 972445, 916990, 10345155, 948670]"
759,"[1043084, 986912, 936914, 1075524, 906844]"
761,"[914697, 12263788, 1091365, 9934800, 1069506]"
762,"[1091365, 986912, 1063207, 906262, 860248]"
764,"[9420067, 904236, 1028422, 1037863, 836445]"
765,"[945805, 827180, 1126895, 1075368, 879734]"
766,"[916990, 1051516, 862349, 1055853, 874972]"
767,"[1076875, 1104349, 1042571, 905582, 5565371]"
768,"[834117, 891141, 959409, 1127624, 948670]"
769,"[953476, 859010, 989101, 1102959, 1038663]"
770,"[861445, 1131438, 1092937, 5569230, 1021164]"
771,"[940947, 1026118, 868764, 968936, 1108094]"
772,"[1913864, 1407216, 900112, 1128812, 1013928]"
773,"[909714, 6548453, 835973, 861272, 849202]"
774,"[936924, 1081355, 1077975, 866140, 829291]"
776,"[1085604, 1068292, 8205218, 851188, 826666]"
777,"[6533608, 12782182, 1072206, 1046816, 921438]"
779,"[1057260, 821083, 848319, 5568489, 1134483]"
780,"[5568228, 1048727, 1077409, 849809, 904997]"
781,"[926065, 904813, 12946027, 871061, 836445]"
782,"[12988031, 929668, 1033615, 1070015, 836445]"
784,"[1139782, 895268, 939442, 1110572, 1000753]"
785,"[1051516, 1134633, 1037332, 1121624, 870452]"
786,"[972665, 907647, 1058930, 986912, 878715]"
787,"[1039156, 957736, 1082212, 999104, 857538]"
788,"[996425, 1076875, 1108168, 1037894, 6533765]"
789,"[922561, 909268, 1137771, 959409, 1095964]"
790,"[1043494, 901711, 9297055, 1125391, 6533765]"
792,"[976199, 892573, 894439, 981874, 1000753]"
793,"[1048727, 13008321, 947201, 1118046, 1038663]"
794,"[916993, 8090532, 865026, 896613, 1134483]"
795,"[1043751, 844165, 909638, 1033615, 1102139]"
796,"[993638, 861445, 969866, 862349, 12262778]"
797,"[6533368, 885290, 1062128, 950098, 1048257]"
798,"[1007136, 916993, 5572828, 6534030, 9655679]"
799,"[970119, 1050851, 1126899, 860975, 1065538]"
800,"[995965, 9677202, 12263788, 8090532, 5590965]"
801,"[1009449, 1094924, 873178, 896938, 12731685]"
802,"[908531, 898601, 1005186, 986912, 1118946]"
803,"[969866, 944139, 897306, 1103629, 969725]"
804,"[5592931, 5587656, 943233, 1092026, 1013928]"
805,"[1070015, 870547, 959409, 1029624, 1038663]"
806,"[1082212, 916767, 1056212, 835243, 956599]"
807,"[896444, 838186, 7409957, 1135768, 1000753]"
808,"[1016800, 1110843, 1036501, 908318, 12262978]"
809,"[862349, 889649, 926422, 1059527, 948670]"
811,"[1097239, 947798, 824311, 905087, 1126683]"
812,"[896862, 1113588, 879755, 885290, 1038663]"
813,"[1050851, 883932, 6534030, 932179, 874972]"
814,"[854405, 907631, 961791, 6548453, 6533765]"
816,"[5565925, 861272, 1075368, 938187, 1134483]"
817,"[1070820, 856345, 1094924, 1027835, 1048257]"
818,"[893501, 6602697, 1077975, 873887, 6533765]"
820,"[849843, 1085604, 947798, 819765, 852015]"
822,"[841228, 917407, 962118, 933060, 906335]"
823,"[6773204, 989101, 873964, 882441, 1118946]"
824,"[1046689, 1016800, 13115579, 963971, 901067]"
825,"[1058997, 1028816, 843756, 7025106, 1000753]"
826,"[864143, 961620, 970792, 1037840, 6533765]"
829,"[990440, 1018740, 1101010, 820361, 874972]"
831,"[937626, 1069003, 890695, 1046584, 948670]"
832,"[1108094, 912681, 892531, 1134810, 1134483]"
836,"[1073150, 851287, 916993, 999581, 1108094]"
838,"[1039589, 1001148, 819765, 963971, 1065538]"
839,"[1082212, 1019643, 1056651, 901776, 6551861]"
840,"[1117393, 1135258, 1038985, 1060408, 904129]"
841,"[1135681, 834103, 1030093, 966379, 852015]"
842,"[972312, 9245108, 1037840, 861445, 6533765]"
843,"[1076875, 1033615, 999971, 940700, 8116306]"
844,"[5566472, 862349, 1028816, 9396821, 1014689]"
845,"[861272, 6533362, 885290, 1058997, 829291]"
846,"[936634, 1119761, 8090521, 847344, 829291]"
847,"[1005274, 922561, 1081189, 8203451, 1130729]"
849,"[1058997, 826144, 1028816, 995478, 6391152]"
850,"[1095700, 999971, 1128900, 845109, 1012514]"
851,"[861445, 1131438, 1036501, 1079023, 974156]"
852,"[1011926, 1062128, 1126899, 901062, 982469]"
853,"[1082990, 1058554, 975938, 1043787, 9859017]"
854,"[911812, 1054216, 1018588, 931532, 1038663]"
855,"[916993, 1083446, 934369, 1079023, 1021324]"
856,"[959409, 990797, 7025106, 12731544, 1012514]"
857,"[922561, 1104604, 885290, 868548, 874972]"
858,"[1070820, 967762, 873627, 1092026, 849202]"
859,"[1075368, 13841744, 5569471, 1073150, 874972]"
860,"[1053282, 959409, 1107553, 1128900, 1013928]"
861,"[1072523, 899624, 870515, 1117514, 836445]"
862,"[1058930, 985119, 1103629, 896938, 1038663]"
863,"[1119761, 927191, 878445, 5569135, 6533765]"
864,"[1101010, 1137346, 894439, 862139, 1065538]"
865,"[1075368, 962229, 1036347, 995876, 1038663]"
866,"[983584, 1061220, 999971, 1037840, 6533765]"
867,"[983584, 1110409, 1055504, 1110572, 1134483]"
868,"[856942, 1104414, 5569471, 834117, 1079913]"
869,"[983000, 1034420, 5592931, 870927, 1021164]"
871,"[854754, 870515, 1082212, 834117, 878715]"
873,"[1070015, 1019247, 834833, 845109, 948670]"
875,"[971983, 1005609, 911622, 1011300, 970866]"
876,"[896444, 848268, 916993, 929668, 874972]"
877,"[867469, 935126, 1126899, 1000237, 904129]"
878,"[846823, 988693, 1033615, 1108131, 6533765]"
879,"[1037332, 862682, 1029504, 5577022, 836445]"
880,"[1088147, 1082310, 948420, 1134810, 874972]"
881,"[1108168, 9884698, 1120741, 1065593, 904129]"
882,"[8090521, 945611, 957063, 1056509, 970866]"
883,"[874149, 9420181, 1005274, 948420, 1057749]"
884,"[1015539, 1118533, 1085604, 882441, 974156]"
885,"[1076875, 13842214, 1083721, 5587656, 904129]"
886,"[1001148, 920724, 865330, 1036501, 863762]"
887,"[845109, 1110843, 1111839, 1130716, 1000753]"
888,"[1003188, 911470, 830887, 873178, 1079913]"
889,"[880427, 8090532, 1070820, 1055425, 1125837]"
891,"[861445, 913278, 970792, 1028891, 836445]"
893,"[872137, 5590613, 843111, 937791, 874972]"
894,"[1051516, 1101956, 1138631, 825541, 7410217]"
895,"[1081189, 7024847, 1112238, 999104, 6533765]"
896,"[913210, 1101010, 1126899, 1040807, 948670]"
897,"[829001, 1092937, 1044507, 928123, 928263]"
898,"[1057260, 893501, 1011926, 1011300, 1101744]"
899,"[1007136, 919534, 921614, 896444, 901067]"
900,"[986912, 1107661, 1126045, 861445, 981677]"
901,"[839094, 1020729, 922561, 895295, 1038663]"
903,"[880427, 1138443, 885406, 1126899, 970747]"
904,"[891505, 1014206, 905539, 966684, 836445]"
905,"[1093571, 934399, 908489, 962609, 860248]"
906,"[6773204, 5587938, 1127758, 911974, 917384]"
907,"[1092588, 1057260, 986912, 8090539, 904997]"
908,"[1057260, 1104343, 862349, 1119051, 1000753]"
909,"[6533936, 976199, 861445, 1103556, 899019]"
910,"[5582712, 1085604, 894439, 7409670, 1079913]"
911,"[927191, 1003600, 1018050, 5563693, 1021164]"
913,"[1134810, 1093490, 1029624, 1023226, 899019]"
914,"[1073150, 1063207, 1110843, 1064002, 970866]"
915,"[1036753, 1132770, 910439, 954642, 6533765]"
916,"[5568249, 854754, 1075368, 909638, 1038663]"
919,"[7409957, 6773215, 882441, 918733, 829291]"
920,"[1097001, 999971, 1092026, 8205218, 982469]"
922,"[1058997, 1132198, 1058404, 1039156, 12262778]"
923,"[982469, 1033615, 1014948, 1042544, 6533765]"
924,"[1048462, 9420312, 1075470, 885290, 849202]"
925,"[838010, 876548, 968936, 861272, 1007279]"
926,"[916993, 971922, 936914, 993441, 948670]"
927,"[986912, 965267, 1058997, 906017, 9419528]"
928,"[829852, 928049, 1092303, 824305, 879734]"
929,"[1070015, 1010190, 941741, 862349, 6533765]"
931,"[1042544, 968057, 1107289, 7462562, 826666]"
932,"[7433888, 825541, 8090537, 916381, 982469]"
933,"[5569327, 871756, 898847, 1042544, 6533765]"
934,"[1088147, 953476, 989101, 819765, 904997]"
935,"[1081189, 1062002, 922561, 1132771, 878715]"
936,"[962229, 1005186, 879755, 863802, 6533765]"
937,"[1020156, 909894, 1126899, 1021116, 860248]"
938,"[1075368, 822407, 940947, 911311, 1034176]"
939,"[1107289, 13841744, 1128900, 9571047, 863762]"
940,"[9420312, 6773238, 882441, 1074040, 1002787]"
941,"[1016709, 1052325, 861272, 938849, 919766]"
942,"[13842214, 1029624, 1015539, 861272, 874972]"
943,"[5592931, 961269, 1113588, 999971, 6533765]"
944,"[1101010, 903609, 997309, 1117393, 874972]"
945,"[885290, 835098, 1043751, 885697, 848029]"
946,"[1093413, 900072, 1082310, 1132771, 874972]"
947,"[1101010, 944486, 1134296, 1039156, 1134483]"
949,"[968932, 933835, 971922, 873203, 849202]"
951,"[977481, 845814, 1116821, 1056651, 919766]"
952,"[1003188, 860975, 1075368, 862349, 849202]"
953,"[1119051, 907128, 6979427, 989101, 6533765]"
954,"[1516066, 1110142, 1499569, 928754, 6533765]"
955,"[1135681, 995876, 1077975, 985119, 6533765]"
956,"[1070820, 849843, 821083, 969419, 1057749]"
957,"[1032703, 917277, 5592931, 1011141, 6533765]"
959,"[1029272, 1047076, 1010164, 1005456, 1118623]"
960,"[833556, 964520, 886395, 1053016, 6979437]"
961,"[1085604, 1002771, 861445, 1005609, 849202]"
962,"[1011645, 874149, 8014645, 7168619, 848029]"
964,"[1044188, 879755, 1074754, 917654, 826666]"
965,"[9881834, 1132911, 882441, 879755, 852015]"
966,"[1074754, 1017369, 864143, 1060269, 1030995]"
968,"[916767, 892004, 1075368, 1033615, 1108094]"
970,"[934369, 940947, 1122568, 10285144, 1103808]"
971,"[1075368, 6602697, 1119399, 1059763, 906844]"
972,"[6632283, 862349, 1870702, 1136719, 6533765]"
973,"[1000542, 948495, 5570685, 944836, 9837365]"
974,"[1070015, 846764, 944137, 995876, 917384]"
975,"[5569471, 985911, 868888, 1081189, 959737]"
976,"[1039589, 1058997, 13842090, 9881592, 906844]"
977,"[862349, 868075, 893501, 1011300, 1118623]"
978,"[1070820, 969866, 934399, 1121384, 13987010]"
979,"[989101, 904236, 898847, 944836, 874972]"
980,"[1012587, 1088835, 896938, 1047968, 6533765]"
981,"[1092937, 1007210, 5582712, 8290421, 1013928]"
982,"[1075368, 885697, 873627, 906017, 1038663]"
983,"[1075368, 8090521, 1103556, 838010, 879734]"
984,"[1119051, 987562, 870780, 900418, 5571176]"
985,"[907647, 900802, 1040807, 829852, 1108094]"
986,"[1131550, 1043494, 1116635, 5569845, 1004436]"
987,"[986912, 871754, 1070820, 1085604, 849202]"
988,"[1070820, 1044188, 1073150, 926905, 970866]"
989,"[1122358, 947267, 1031864, 879755, 848029]"
992,"[1005186, 909714, 1063207, 929751, 827939]"
993,"[8293439, 1101010, 1060269, 991223, 1000753]"
994,"[958137, 8090521, 9420312, 985119, 948239]"
996,"[896938, 953539, 983078, 819978, 948670]"
998,"[962229, 943233, 1037840, 8090509, 6533765]"
999,"[879755, 985893, 6704207, 944139, 1013928]"
1000,"[12427353, 861272, 892004, 922127, 9677366]"
1001,"[1119051, 9526254, 997987, 1135834, 1083599]"
1002,"[5569471, 5981267, 902192, 1120532, 837569]"
1004,"[10344971, 8205731, 859154, 956672, 899019]"
1005,"[1081189, 8205218, 1089392, 1101449, 12731685]"
1006,"[934369, 1052912, 5569471, 937413, 848270]"
1007,"[1070015, 999971, 874736, 992622, 1069312]"
1008,"[983078, 1092937, 910473, 1037894, 1013928]"
1010,"[862349, 9527323, 1052912, 953539, 906335]"
1011,"[13842090, 944836, 951412, 855138, 9655679]"
1014,"[1007191, 1077975, 878445, 1107661, 6533765]"
1015,"[847789, 1090676, 1037332, 948420, 942565]"
1016,"[951412, 1113141, 6602729, 993441, 1110111]"
1017,"[8090537, 851057, 948420, 1102829, 10198378]"
1018,"[1070820, 931255, 5569374, 1092026, 1034176]"
1019,"[819840, 1095700, 1028816, 996425, 970152]"
1020,"[1070820, 1038985, 912137, 855468, 904129]"
1021,"[10344971, 819330, 10344585, 10345155, 1110111]"
1023,"[963835, 1062002, 936830, 957736, 926884]"
1024,"[1097001, 1043751, 972312, 999971, 1008288]"
1025,"[8090521, 983584, 879755, 1045220, 1038663]"
1027,"[1132771, 1051323, 1018050, 922561, 12262978]"
1029,"[885290, 1126899, 1101010, 968774, 1048257]"
1030,"[987218, 1117393, 1077143, 823775, 1134483]"
1032,"[1114811, 9677886, 43020, 879506, 6979241]"
1033,"[882190, 6463775, 1051516, 5568249, 1065538]"
1034,"[895268, 847789, 907099, 934639, 824396]"
1036,"[1082212, 6602697, 1067695, 928049, 836445]"
1037,"[1036501, 961979, 862349, 1090676, 904129]"
1039,"[972665, 893400, 831063, 938512, 1021324]"
1040,"[1075368, 1093966, 8090532, 1056973, 849202]"
1041,"[1127470, 1093413, 884897, 865330, 1038663]"
1042,"[862349, 1119051, 822677, 856772, 948670]"
1045,"[985893, 895540, 971922, 862349, 906844]"
1046,"[1126899, 6034857, 1005186, 1055504, 1046562]"
1047,"[896938, 12301100, 1108168, 879755, 12484491]"
1048,"[916993, 981591, 5569374, 999104, 948670]"
1049,"[1005186, 988697, 1070015, 1114597, 1000753]"
1050,"[1069621, 930603, 972312, 857849, 5590965]"
1051,"[845193, 486782, 921504, 865026, 906631]"
1053,"[1119051, 1005186, 835279, 833556, 970747]"
1054,"[882496, 6463520, 8090532, 1056651, 6979415]"
1055,"[1135834, 890610, 6533936, 9575582, 12810391]"
1056,"[1044188, 12648296, 878445, 972931, 1038663]"
1057,"[1033913, 892531, 970119, 863802, 919766]"
1058,"[1082310, 918046, 985893, 937626, 6533765]"
1060,"[827656, 5569230, 861272, 1081189, 874972]"
1061,"[832678, 13841744, 12946027, 1025611, 1038663]"
1062,"[1127624, 1069621, 1042942, 1048462, 906335]"
1064,"[990440, 828867, 862349, 8090532, 1054402]"
1065,"[1135681, 944139, 926905, 1050851, 874972]"
1066,"[989101, 885290, 986912, 896085, 933354]"
1067,"[8090532, 1126899, 1075368, 947267, 1134483]"
1068,"[1025611, 991948, 919948, 985119, 1103808]"
1069,"[989069, 849843, 1082310, 908531, 904129]"
1070,"[6533936, 10254584, 1075074, 1102959, 860248]"
1071,"[920308, 887691, 1081189, 963228, 1013928]"
1072,"[1029624, 1114597, 937791, 944466, 6533765]"
1073,"[1058997, 968932, 1082212, 1013597, 12262830]"
1074,"[10344585, 1088147, 943233, 990656, 860248]"
1075,"[1070015, 938554, 1033615, 1002850, 6533765]"
1076,"[1075368, 873627, 8090521, 1090931, 1034176]"
1077,"[891632, 883932, 879504, 1056746, 1127227]"
1078,"[1126899, 861272, 1011300, 5565925, 948670]"
1079,"[6979089, 1034290, 1093603, 1005456, 6533765]"
1080,"[1067695, 12301100, 949023, 1119784, 866548]"
1081,"[857849, 1056509, 946995, 819765, 1021164]"
1082,"[962118, 947798, 1113588, 9420312, 917384]"
1083,"[1101567, 1068562, 1007269, 950894, 908843]"
1084,"[1122358, 981591, 967395, 918733, 1013928]"
1085,"[1040807, 1089108, 1105623, 1135768, 874972]"
1086,"[971922, 832678, 951102, 1126895, 956599]"
1088,"[865330, 1045478, 848268, 1121624, 6533765]"
1089,"[995055, 927191, 947798, 1100658, 982469]"
1091,"[5568489, 998558, 1075368, 1012873, 1021324]"
1092,"[962229, 1034686, 862139, 1067779, 1098025]"
1093,"[1042544, 1066069, 844165, 1013407, 904129]"
1094,"[1036501, 933835, 1073150, 983584, 899019]"
1095,"[835841, 934369, 1018050, 5578547, 1054432]"
1096,"[1090676, 1037863, 6773232, 895540, 825226]"
1097,"[1070015, 838186, 1026346, 948298, 982469]"
1098,"[901062, 1038443, 1110142, 1093721, 864893]"
1099,"[1097239, 896085, 5569471, 1102959, 826666]"
1100,"[945662, 6533765, 896085, 1085604, 849202]"
1101,"[5569374, 1130375, 1110572, 999971, 1021324]"
1102,"[922561, 1083787, 937626, 12263788, 836445]"
1103,"[1126899, 1039156, 1060269, 1012913, 12172071]"
1104,"[1039156, 1113768, 1115576, 830887, 6533765]"
1105,"[1046827, 890620, 957736, 829617, 970747]"
1106,"[868764, 1056651, 1057260, 12757316, 849202]"
1107,"[820560, 965766, 847789, 901543, 887474]"
1109,"[1109014, 1115576, 884686, 1028816, 948670]"
1110,"[1874568, 819255, 1870702, 8090539, 1775642]"
1111,"[1028816, 959409, 1003188, 848071, 1021324]"
1112,"[1075368, 972445, 824073, 990688, 1018818]"
1113,"[1126899, 1003600, 1116821, 1041259, 860248]"
1114,"[934676, 991951, 1060673, 918733, 874972]"
1116,"[943233, 873627, 8090509, 1085604, 1038663]"
1117,"[6533765, 1110572, 879504, 825176, 866548]"
1119,"[9705473, 901062, 8177622, 1077555, 897808]"
1121,"[962229, 924610, 1092937, 9835509, 12262978]"
1123,"[962229, 986912, 840227, 6514085, 1054402]"
1125,"[6391381, 896085, 857130, 1093413, 6533765]"
1126,"[1126899, 1082172, 906017, 1038217, 826666]"
1127,"[1102416, 13841744, 896085, 909268, 829291]"
1128,"[1119051, 1110142, 1044188, 921406, 948670]"
1129,"[1094924, 839656, 1037332, 899115, 1021324]"
1130,"[1071171, 985119, 1093413, 845109, 1000753]"
1131,"[950206, 1061220, 882441, 1029624, 864893]"
1133,"[1076875, 845109, 1055504, 1002771, 970747]"
1134,"[1070820, 892008, 981591, 1042571, 948670]"
1135,"[869577, 1136719, 831536, 1019247, 874972]"
1136,"[1101173, 1051323, 1137346, 983584, 836445]"
1137,"[914318, 920308, 885290, 909894, 924667]"
1138,"[1015539, 8015407, 900370, 897752, 12810391]"
1140,"[1031083, 7166861, 1085604, 997907, 1048257]"
1141,"[903230, 834833, 879755, 874736, 873023]"
1142,"[1067695, 995965, 1081189, 861272, 878715]"
1143,"[983584, 897306, 5569230, 957736, 8091192]"
1145,"[985893, 1025611, 985119, 1135681, 879734]"
1146,"[959985, 1039156, 1026346, 1135681, 6533765]"
1147,"[1124695, 1090931, 926905, 834103, 969725]"
1148,"[871754, 1113588, 871162, 823862, 1008622]"
1149,"[962274, 857006, 848071, 1028816, 982469]"
1151,"[6602697, 972143, 1122358, 985119, 982469]"
1152,"[1005186, 9337581, 893501, 1085604, 1110111]"
1154,"[971983, 971474, 874736, 1007210, 1021324]"
1155,"[1029624, 1042544, 926905, 892573, 844462]"
1156,"[916993, 15926886, 1007136, 936594, 6552318]"
1157,"[855138, 954673, 865705, 945805, 959737]"
1158,"[1049735, 1039589, 1073150, 1054945, 948670]"
1159,"[8090532, 1119051, 6391080, 7025106, 852015]"
1160,"[1029624, 969866, 985119, 1127758, 6533765]"
1163,"[860975, 960142, 12263788, 869577, 938138]"
1164,"[1077975, 1011300, 885406, 1003441, 1079913]"
1165,"[944139, 1048462, 845193, 5569374, 879734]"
1166,"[1039156, 843464, 954642, 12263788, 906844]"
1167,"[1062002, 1082212, 1070820, 9707240, 968072]"
1168,"[983584, 916993, 1019637, 826144, 836262]"
1169,"[844165, 846823, 910673, 883003, 1038663]"
1170,"[1062128, 935393, 850044, 1023958, 1034176]"
1172,"[963686, 920308, 9420312, 1007136, 1038663]"
1173,"[970119, 5569471, 13842214, 1040346, 6533765]"
1174,"[935968, 986912, 1063207, 923208, 844462]"
1175,"[962266, 914318, 1075368, 12384365, 1053022]"
1177,"[1062002, 1054957, 1025650, 9926758, 836445]"
1178,"[992622, 1069039, 1110142, 1116821, 874972]"
1179,"[962229, 1116050, 971922, 901543, 12262978]"
1180,"[1113588, 858302, 834833, 5587656, 6533765]"
1181,"[1029624, 1118533, 1037840, 985119, 1038663]"
1182,"[1108168, 842392, 43020, 874736, 6533765]"
1185,"[895930, 934369, 1023958, 882441, 1013928]"
1186,"[1094924, 1057102, 5578547, 6034577, 1048257]"
1187,"[1038462, 1048462, 1111839, 991951, 982469]"
1188,"[1107289, 882441, 1107553, 913490, 864893]"
1189,"[819840, 855672, 1082212, 848071, 904997]"
1190,"[838602, 12810393, 8090537, 1043920, 928263]"
1191,"[1110572, 879755, 890695, 999104, 874972]"
1192,"[958700, 947267, 831536, 992870, 982469]"
1193,"[957951, 831712, 8090537, 913210, 1013928]"
1194,"[904774, 1081189, 901976, 1005186, 849202]"
1195,"[1075368, 823176, 1009449, 1095040, 959737]"
1196,"[901062, 867931, 873627, 1117393, 6391152]"
1197,"[8090521, 971922, 13842090, 856252, 874972]"
1198,"[915064, 900586, 1105623, 1024306, 1000753]"
1201,"[8090537, 1075793, 848268, 5567502, 866548]"
1202,"[850058, 847789, 6424447, 968774, 906844]"
1203,"[1070015, 1042438, 900697, 1072523, 982469]"
1204,"[822785, 963971, 926905, 1085604, 852015]"
1205,"[1111839, 859237, 1075368, 1070015, 1013928]"
1206,"[861494, 849202, 918335, 1069621, 1134483]"
1207,"[5569374, 1065593, 953476, 891141, 874972]"
1208,"[1098284, 928049, 1031316, 1123792, 10198378]"
1209,"[953539, 957951, 861445, 1107839, 1132204]"
1211,"[879504, 9396705, 972143, 945662, 977927]"
1213,"[926905, 1044805, 1135681, 944486, 1129049]"
1215,"[10285144, 1089392, 1027835, 895268, 9363315]"
1216,"[1101010, 946995, 10344585, 862349, 969725]"
1217,"[1106301, 1075368, 962229, 944139, 1075007]"
1218,"[1070820, 1026118, 954642, 892531, 906844]"
1219,"[1033234, 933067, 934369, 850841, 1050443]"
1221,"[889649, 1055504, 896085, 915493, 1034176]"
1222,"[1037840, 944139, 933835, 895930, 12810464]"
1223,"[969419, 892008, 1001148, 1005609, 1021324]"
1224,"[1025611, 1065593, 999779, 953561, 948670]"
1225,"[1096317, 865330, 917277, 1036347, 863762]"
1226,"[1070015, 963971, 890695, 862349, 874972]"
1227,"[845193, 991592, 970619, 929018, 9553193]"
1228,"[1005186, 1060269, 8090536, 1063207, 1065538]"
1229,"[1037332, 965842, 894439, 855672, 970747]"
1231,"[1110142, 1055646, 847789, 8359154, 1108094]"
1234,"[1042702, 1062128, 916990, 971922, 933354]"
1235,"[893501, 892573, 986187, 1011926, 995151]"
1236,"[1037840, 962229, 1001148, 1026346, 1038663]"
1238,"[962229, 905436, 6773204, 819765, 970747]"
